"veiculo","nome_motor","configuracao_motor","ano_inicial","ano_final","cilindrada"
A6 AVANT,AUDI V6,"2.8 L 30V DOHC V6","01/02/1998","01/01/1999","2.8"
A6 AVANT,AUDI V6,"2.8 L 30V DOHC V6","01/02/1998","01/12/1998","2.8"
A6 AVANT,AUDI V8,"4.2 L 40V DOHC V8","01/03/2005","30/05/2006","4.2"
A6 AVANT,D12,"3.0 L 24V DOHC V6","01/10/2011","31/12/2013","3.0"
A6 AVANT,MN5,"4.2 L 32V DOHC V8","01/06/2007","31/08/2010","4.2"
A650,"320 D","3.3 L 6V SOHV L3","01/04/2014","","3.3"
A650 4X2,"320 D","3.3 L 6V SOHV L3","01/03/2010","30/07/2014","3.3"
A650 4X4,"320 D","3.3 L 6V SOHV L3","01/03/2010","30/07/2014","3.3"
A650 F,"320 D","3.3 L 6V SOHV L3","01/07/2014","","3.3"
A7,CREC,"3.0 L 24V DOHC V6","01/01/2015","31/12/2018","3.0"
A7,EA839,"3.0 L 24V DOHC V6","01/01/2019","","3.0"
A7,EA888,"2.0L 16V DOHC L4","01/03/2015","31/12/2016","2.0"
A7,TFSI,"3.0 L 24V DOHC V6","01/05/2013","31/12/2018","3.0"
A7,TFSI,"3.0 L 24V DOHC V6","01/07/2011","31/12/2014","3.0"
A750,"320 DS TURBO","3.3 L 6V SOHV L3","01/07/2014","","3.3"
A750 4X2,"320 DS TURBO","3.3 L 6V SOHV L3","01/07/2009","30/07/2014","3.3"
A750 4X4,"320 DS TURBO","3.3 L 6V SOHV L3","01/07/2009","30/07/2014","3.3"
A750 F,"320 DS TURBO","3.3 L 6V SOHV L3","01/07/2014","","3.3"
A750L,"420 D","4.4 L 8V SOHV L4","01/07/2014","","4.4"
A8,-,"4.2 L 32V DOHC V8","01/01/2006","30/12/2008","4.2"
A8,AUDI V8,"4.2 L 32V DOHC V8","01/06/1994","30/12/1998","4.2"
A8,AUDI V8,"4.2 L 32V DOHC V8","01/11/2010","31/12/2011","4.2"
A8,AUDI V8,"4.2 L 40V DOHC V8","01/10/1999","01/02/2001","4.2"
A8,AUDI V8,"4.2 L 40V DOHC V8","01/11/2002","01/05/2008","4.2"
A8,AUDI W12,"6.0 L 48V SOHC V12","01/02/2006","30/07/2008","6.0"
A8,B3.9,"3.9 L 16V SOHV L4","01/01/2005","30/12/2007","3.9"
A8,CDRA,"4.2 L 32V DOHC V8","01/01/2012","30/06/2015","4.2"
A8,CDRA,"4.2 L 32V DOHC V8","01/01/2015","31/12/2016","4.2"
A8,CEJA,"6.3 L 48V DOHC W12","01/01/2013","31/12/2018","6.3"
A8,D18,"3.0 L 24V DOHC V6","01/10/2015","31/12/2016","3.0"
